factor,environment,factor_value_numeric,n_seeds,per_member_rows,unique_rows,p,nominal_n_over_p,unique_n_over_p,id_rmse,far_nll,far_auroc,far_spearman,gram_condition
bootfull,Humanoid-v5,0.1,26,1000.0,952.0,201.0,4.975124378109452,4.736318407960199,60.08815750708947,3.9857526008899393,0.3476045265384615,0.7594469066213965,133224852.93315369
bootfull,Humanoid-v5,0.2,26,2000.0,1813.0,201.0,9.950248756218905,9.019900497512438,60.086225069486176,4.038212015078618,0.3363255094230769,0.7619246913913152,133224852.93315369
bootfull,Humanoid-v5,0.3,26,3000.0,2592.0,201.0,14.92537313432836,12.8955223880597,60.08552360534668,4.059119673875662,0.3324257144230769,0.7637424429377113,133224852.93315369
bootfull,Humanoid-v5,0.5,26,5000.0,3935.0,201.0,24.875621890547265,19.577114427860696,60.084819500262924,4.0763455996146565,0.3282975290384615,0.7643459567704707,133224852.93315369
bootfull,Humanoid-v5,0.99,26,9900.0,6284.0,201.0,49.253731343283576,31.2636815920398,60.08370634225699,4.090681268618657,0.32643380134615385,0.7632886709820651,133224852.93315369
bootfull,HumanoidStandup-v5,0.0,25,10000.0,10000.0,201.0,49.75124378109453,49.75124378109453,37.353858184814456,8.801821365356446,0.7401750816,0.7201685131937917,8164602.409372654
bootfull,HumanoidStandup-v5,0.01,25,100.0,100.0,201.0,0.4975124378109453,0.4975124378109453,54450.17857299805,11.45111005783081,0.9426333616,0.9809043971245224,8164602.409372654
bootfull,HumanoidStandup-v5,0.02,25,200.0,198.0,201.0,0.9950248756218906,0.9850746268656717,83.74199111938476,6.375135269165039,0.9771456172,0.9545636851866063,8164602.409372654
bootfull,HumanoidStandup-v5,0.03,25,300.0,296.0,201.0,1.492537313432836,1.472636815920398,47.079299468994144,5.5492684936523435,0.9788795392,0.9414180967306968,8164602.409372654
bootfull,HumanoidStandup-v5,0.05,25,500.0,488.0,201.0,2.487562189054726,2.427860696517413,39.497815704345705,5.483650970458984,0.9613356131999999,0.8128442125405837,8164602.409372654
