factor,environment,metric,anchor_value,factor_value,n_paired_seeds,mean_diff,ci95_lo,ci95_hi,materially_worse
rank,Swimmer-v5,far_nll,20.0,40.0,27,-0.02660733902895883,-0.4269684304441676,0.3737537523862499,False
rank,Swimmer-v5,far_auroc,20.0,1.0,27,-0.00017558444444445268,-0.002980579570664417,0.002629410681775512,False
rank,Swimmer-v5,far_auroc,20.0,2.0,27,-0.0012010261111111082,-0.003702908259274977,0.0013008560370527606,False
rank,Swimmer-v5,far_auroc,20.0,5.0,27,0.0009492070370370228,-0.00175097096587852,0.0036493850399525658,False
rank,Swimmer-v5,far_auroc,20.0,10.0,27,-0.0013248618518518402,-0.0043247375161725105,0.0016750138124688302,False
rank,Swimmer-v5,far_auroc,20.0,15.0,27,-9.163148148148579e-05,-0.0029180820609241817,0.00273481909796121,False
rank,Swimmer-v5,far_auroc,20.0,30.0,27,-0.0006812788888888896,-0.0041063924157142585,0.002743834637936479,False
rank,Swimmer-v5,far_auroc,20.0,40.0,27,0.0003321224074074026,-0.0024571292343101305,0.003121374049124936,False
rank,Swimmer-v5,far_spearman,20.0,1.0,27,0.014367339067017893,-0.057247333624604095,0.08598201175863988,False
rank,Swimmer-v5,far_spearman,20.0,2.0,27,0.04024124776247842,-0.020450929710189095,0.10093342523514594,False
rank,Swimmer-v5,far_spearman,20.0,5.0,27,-0.015345103699014458,-0.07510880294261638,0.044418595544587464,False
rank,Swimmer-v5,far_spearman,20.0,10.0,27,0.02252905814701274,-0.05384040332458653,0.09889851961861201,False
rank,Swimmer-v5,far_spearman,20.0,15.0,27,-0.047211470561825175,-0.1138062093951325,0.01938326827148215,True
rank,Swimmer-v5,far_spearman,20.0,30.0,27,-0.050481973917685774,-0.11432610067755818,0.013362152842186628,True
rank,Swimmer-v5,far_spearman,20.0,40.0,27,-0.014245527601979545,-0.0899427135059184,0.06145165830195931,False
rank,Walker2d-v5,id_rmse,20.0,1.0,27,0.01683096311710499,0.015316202882979933,0.018345723351230046,False
rank,Walker2d-v5,id_rmse,20.0,2.0,27,0.004327904295038294,0.003537921495736444,0.005117887094340143,False
rank,Walker2d-v5,id_rmse,20.0,5.0,27,0.0006479444327177825,0.00017088635050921798,0.0011250025149263472,False
rank,Walker2d-v5,id_rmse,20.0,10.0,27,0.00019794040256076388,-0.00021671168198542199,0.0006125924871069497,False
rank,Walker2d-v5,id_rmse,20.0,15.0,27,0.0001068380143907335,-0.0003243276937781703,0.0005380037225596373,False
rank,Walker2d-v5,id_rmse,20.0,30.0,27,-6.797137083830657e-05,-0.0003822837312544063,0.00024634098957779314,False
rank,Walker2d-v5,id_rmse,20.0,40.0,27,-8.04971765588831e-05,-0.00046729691714817557,0.0003063025640304094,False
rank,Walker2d-v5,far_nll,20.0,1.0,27,0.8529085494853832,0.7194437727361839,0.9863733262345825,True
rank,Walker2d-v5,far_nll,20.0,2.0,27,0.13818075921800396,0.08236187958016532,0.1939996388558426,True
rank,Walker2d-v5,far_nll,20.0,5.0,27,0.011609006811071318,-0.02151359821282272,0.04473161183496536,False
rank,Walker2d-v5,far_nll,20.0,10.0,27,-0.004231037916960573,-0.038519434028427404,0.03005735819450626,False
rank,Walker2d-v5,far_nll,20.0,15.0,27,-0.027375000494497734,-0.06800449041070242,0.013254489421706952,False
rank,Walker2d-v5,far_nll,20.0,30.0,27,-0.016470238014503837,-0.046877724309831684,0.01393724828082401,False
rank,Walker2d-v5,far_nll,20.0,40.0,27,-0.007207680631566922,-0.035484298655515625,0.02106893739238178,False
rank,Walker2d-v5,far_auroc,20.0,1.0,27,-0.0021073220370370236,-0.002719937085746379,-0.0014947069883276681,False
rank,Walker2d-v5,far_auroc,20.0,2.0,27,-0.0004277629629629648,-0.0007397407123064339,-0.00011578521361949566,False
rank,Walker2d-v5,far_auroc,20.0,5.0,27,8.718518518538956e-06,-0.00015464441623458752,0.00017208145327166544,False
rank,Walker2d-v5,far_auroc,20.0,10.0,27,-5.5233148148140055e-05,-0.00021736847336106308,0.00010690217706478296,False
rank,Walker2d-v5,far_auroc,20.0,15.0,27,0.00013910611111111614,-8.950633582227298e-05,0.00036771855804450525,False
rank,Walker2d-v5,far_auroc,20.0,30.0,27,0.00014791833333333622,-4.561003005774638e-05,0.00034144669672441885,False
rank,Walker2d-v5,far_auroc,20.0,40.0,27,0.0001438570370370425,-5.437526626957459e-05,0.00034208934034365957,False
rank,Walker2d-v5,far_spearman,20.0,1.0,27,-0.005477442307924947,-0.025072971174352796,0.0141180865585029,False
rank,Walker2d-v5,far_spearman,20.0,2.0,27,0.0032596102003130557,-0.008285920376780019,0.01480514077740613,False
rank,Walker2d-v5,far_spearman,20.0,5.0,27,0.0037802121621722785,-0.004345577487953514,0.011906001812298072,False
rank,Walker2d-v5,far_spearman,20.0,10.0,27,0.001506497334231644,-0.008491547475060517,0.011504542143523807,False
rank,Walker2d-v5,far_spearman,20.0,15.0,27,0.005373698820188986,-0.0017351285452568838,0.012482526185634855,False
rank,Walker2d-v5,far_spearman,20.0,30.0,27,0.00055486326831919,-0.007905136659105933,0.009014863195744315,False
rank,Walker2d-v5,far_spearman,20.0,40.0,27,0.0013200027808649645,-0.006437275191561253,0.009077280753291183,False
bootstrap,Ant-v5,id_rmse,0.1,0.0,27,-0.04098972567805537,-0.05400997869906776,-0.027969472657042988,False
bootstrap,Ant-v5,id_rmse,0.1,0.05,27,0.011639820204840766,0.0021074089814937975,0.021172231428187735,False
bootstrap,Ant-v5,id_rmse,0.1,0.075,27,0.0034849842389424643,-0.0035940608833464915,0.01056402936123142,False
bootstrap,Ant-v5,id_rmse,0.1,0.15,27,-0.01211225324206882,-0.021320203000127946,-0.002904303484009694,False
bootstrap,Ant-v5,id_rmse,0.1,0.2,27,-0.01651523510615031,-0.02510469502858885,-0.00792577518371177,False
bootstrap,Ant-v5,id_rmse,0.1,0.3,27,-0.022421156918561017,-0.031647442257513446,-0.013194871579608585,False
bootstrap,Ant-v5,id_rmse,0.1,0.5,27,-0.027354470005741826,-0.03864600488791945,-0.0160629351235642,False
bootstrap,Ant-v5,id_rmse,0.1,0.99,27,-0.030509257758105243,-0.04522627589330901,-0.015792239622901473,False
bootstrap,Ant-v5,far_nll,0.1,0.0,27,-0.04598277476098801,-0.1390522377116964,0.04708668818972035,False
bootstrap,Ant-v5,far_nll,0.1,0.05,27,-0.07585286431842381,-0.12786388234394677,-0.023841846292900835,False
bootstrap,Ant-v5,far_nll,0.1,0.075,27,-0.012263966931237111,-0.037561159849881544,0.01303322598740732,False
bootstrap,Ant-v5,far_nll,0.1,0.15,27,0.0026574532190958657,-0.026972182999797433,0.032287089437989164,False
bootstrap,Ant-v5,far_nll,0.1,0.2,27,0.019014117894349283,-0.005375964590243639,0.0434042003789422,False
bootstrap,Ant-v5,far_nll,0.1,0.3,27,0.03555767624466509,0.00633452250450053,0.06478082998482965,False
bootstrap,Ant-v5,far_nll,0.1,0.5,27,0.08524852770346183,0.04632029583802569,0.12417675956889798,False
bootstrap,Ant-v5,far_nll,0.1,0.99,27,0.09940890912656428,0.027893501460839062,0.17092431679228948,False
bootstrap,Ant-v5,far_auroc,0.1,0.0,27,-0.0011288487037036789,-0.0030520371262198367,0.000794339718812479,False
bootstrap,Ant-v5,far_auroc,0.1,0.05,27,-0.0005034927777777665,-0.0006933915911657227,-0.0003135939643898103,False
bootstrap,Ant-v5,far_auroc,0.1,0.075,27,-0.0001999594444444345,-0.00036649172928480446,-3.3427159604064574e-05,False
bootstrap,Ant-v5,far_auroc,0.1,0.15,27,0.00025891944444445805,5.592224782806842e-05,0.0004619166410608477,False
bootstrap,Ant-v5,far_auroc,0.1,0.2,27,0.0004913150000000087,0.0003171861148876154,0.0006654438851124019,False
bootstrap,Ant-v5,far_auroc,0.1,0.3,27,0.0006667211111111263,0.00048092299252082144,0.0008525192297014311,False
bootstrap,Ant-v5,far_auroc,0.1,0.5,27,0.0006914707407407759,0.0004048034360932222,0.0009781380453883297,False
bootstrap,Ant-v5,far_auroc,0.1,0.99,27,0.0005840616666666703,7.071260988698413e-05,0.0010974107234463565,False
bootstrap,Ant-v5,far_spearman,0.1,0.0,27,-0.053986420991004654,-0.1159494995245813,0.007976657542571992,True
bootstrap,Ant-v5,far_spearman,0.1,0.05,27,-0.009827863259811841,-0.03166041915869085,0.012004692639067165,False
bootstrap,Ant-v5,far_spearman,0.1,0.075,27,-0.014287304357896878,-0.036485815329978244,0.00791120661418449,False
bootstrap,Ant-v5,far_spearman,0.1,0.15,27,-0.00849945692207005,-0.025054818515204857,0.008055904671064757,False
bootstrap,Ant-v5,far_spearman,0.1,0.2,27,-0.003640088301569169,-0.025046749136650424,0.017766572533512087,False
bootstrap,Ant-v5,far_spearman,0.1,0.3,27,0.021538095179161235,0.0023220339499366686,0.0407541564083858,False
bootstrap,Ant-v5,far_spearman,0.1,0.5,27,0.02970439276993946,0.010911418657529568,0.048497366882349346,False
bootstrap,Ant-v5,far_spearman,0.1,0.99,27,0.021361060303294304,-0.011036300614525357,0.05375842122111396,False
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.0,27,-0.01871719625261093,-0.026406073776039776,-0.011028318729182087,False
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.05,27,90.90628757741716,70.81061130885274,111.00196384598158,True
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.075,27,1.2171097640637998,0.7618243899856023,1.6723951381419973,True
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.1,27,0.3980261573085078,0.21442530590152917,0.5816270087154864,True
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.15,27,0.08240136393794303,0.04681875417544343,0.11798397370044264,True
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.2,27,0.028770897123548737,0.015132710894271557,0.04240908335282592,False
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.5,27,-0.009308285183376728,-0.012147238861720306,-0.006469331505033151,False
bootstrap,HalfCheetah-v5,id_rmse,0.3,0.99,27,-0.01714634895324712,-0.024915558527679668,-0.00937713937881457,False
bootstrap,HalfCheetah-v5,far_nll,0.3,0.0,27,1.071570493556835,0.6081834267491342,1.534957560364536,True
bootstrap,HalfCheetah-v5,far_nll,0.3,0.05,27,5.1968344582451715,4.987512356814195,5.406156559676148,True
bootstrap,HalfCheetah-v5,far_nll,0.3,0.075,27,1.6909273465474446,1.5448997727923997,1.8369549203024895,True
bootstrap,HalfCheetah-v5,far_nll,0.3,0.1,27,1.0331744971098724,0.9144100321227142,1.1519389620970306,True
bootstrap,HalfCheetah-v5,far_nll,0.3,0.15,27,0.3569103037869489,0.24992625662815499,0.4638943509457428,True
bootstrap,HalfCheetah-v5,far_nll,0.3,0.2,27,0.09223489408139825,0.023862995752303856,0.16060679241049264,False
bootstrap,HalfCheetah-v5,far_nll,0.3,0.5,27,0.14078717320053663,0.019976636930823397,0.26159770947024985,True
bootstrap,HalfCheetah-v5,far_nll,0.3,0.99,27,0.5233040165018152,0.2419046387902276,0.8047033942134029,True
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.0,27,-0.00025127870370370524,-0.001580309082267787,0.0010777516748603764,False
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.05,27,-0.0065572014814814766,-0.008437728565472348,-0.004676674397490604,False
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.075,27,-0.0003556042592592613,-0.0013763007673203913,0.0006650922488018688,False
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.1,27,-0.00024219888888888231,-0.0013873702417384766,0.000902972463960712,False
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.15,27,0.00019176685185187773,-0.0005391078481009179,0.0009226415518046734,False
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.2,27,-0.0003908677777777686,-0.0009433350442247927,0.0001615994886692554,False
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.5,27,-1.7620925925910103e-05,-0.0007521637143674324,0.0007169218625156121,False
bootstrap,HalfCheetah-v5,far_auroc,0.3,0.99,27,1.8498148148150663e-05,-0.001078645589817806,0.0011156418861141073,False
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.0,27,-0.16963562716128686,-0.20602034280549236,-0.13325091151708135,True
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.05,27,0.6552637885674486,0.6115952834857638,0.6989322936491335,False
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.075,27,0.6132160074985341,0.5758438179757399,0.6505881970213283,False
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.1,27,0.5249891682942138,0.4781787668253577,0.57179956976307,False
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.15,27,0.2998260669148437,0.25637585370737503,0.34327628012231237,False
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.2,27,0.13140127031516835,0.09136578340467733,0.17143675722565938,False
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.5,27,-0.09477755531171378,-0.13294641361144777,-0.05660869701197978,True
bootstrap,HalfCheetah-v5,far_spearman,0.3,0.99,27,-0.14555332285067915,-0.18208373586649484,-0.10902290983486347,True
bootstrap,Hopper-v5,id_rmse,0.3,0.0,27,-0.0016434772147072788,-0.002047238712510596,-0.0012397157169039617,False
bootstrap,Hopper-v5,id_rmse,0.3,0.05,27,9.002649034614917,6.536951255584752,11.468346813645082,True
bootstrap,Hopper-v5,id_rmse,0.3,0.075,27,0.018245196452847237,0.016311966675389127,0.020178426230305347,True
bootstrap,Hopper-v5,id_rmse,0.3,0.1,27,0.008239894001572219,0.006920540419163979,0.00955924758398046,False
bootstrap,Hopper-v5,id_rmse,0.3,0.15,27,0.00345887740453084,0.0029078816628344594,0.004009873146227221,False
bootstrap,Hopper-v5,id_rmse,0.3,0.2,27,0.001529871313660228,0.0011925158307287754,0.0018672267965916805,False
bootstrap,Hopper-v5,id_rmse,0.3,0.5,27,-0.0008215429606261128,-0.0011320433500620931,-0.0005110425711901325,False
bootstrap,Hopper-v5,id_rmse,0.3,0.99,27,-0.0013153569565878974,-0.001654767622155869,-0.0009759462910199257,False
bootstrap,Hopper-v5,far_nll,0.3,0.0,27,-0.0324056383084368,-0.07083418289776436,0.006022906280890757,False
bootstrap,Hopper-v5,far_nll,0.3,0.05,27,4.626366757684284,4.402908847022751,4.849824668345818,True
bootstrap,Hopper-v5,far_nll,0.3,0.075,27,0.4946771473796279,0.4366495780057402,0.5527047167535156,True
bootstrap,Hopper-v5,far_nll,0.3,0.1,27,0.28242995451997827,0.22406944581137184,0.3407904632285847,True
bootstrap,Hopper-v5,far_nll,0.3,0.15,27,0.100193468508897,0.05422604808988754,0.14616088892790646,True
bootstrap,Hopper-v5,far_nll,0.3,0.2,27,0.04665092627207438,-0.006481352705377037,0.0997832052495258,False
bootstrap,Hopper-v5,far_nll,0.3,0.5,27,-0.027320007483164477,-0.058410073815525806,0.003770058849196848,False
bootstrap,Hopper-v5,far_nll,0.3,0.99,27,-0.023017934075108288,-0.05890159630868426,0.01286572815846768,False
bootstrap,Hopper-v5,far_auroc,0.3,0.0,27,-0.007200549814814805,-0.009833357502798786,-0.004567742126830823,False
bootstrap,Hopper-v5,far_auroc,0.3,0.05,27,-0.03769897333333336,-0.04788603932295592,-0.027511907343710798,True
bootstrap,Hopper-v5,far_auroc,0.3,0.075,27,0.001183611296296286,-0.001950924046361727,0.004318146638954299,False
bootstrap,Hopper-v5,far_auroc,0.3,0.1,27,0.00197009296296296,-0.0004650808543514768,0.004405266780277396,False
bootstrap,Hopper-v5,far_auroc,0.3,0.15,27,0.0033442812962962945,0.0008537587304059497,0.005834803862186639,False
bootstrap,Hopper-v5,far_auroc,0.3,0.2,27,0.000988220555555561,-0.0006955705574101367,0.0026720116685212585,False
bootstrap,Hopper-v5,far_auroc,0.3,0.5,27,-0.0015579872222222276,-0.0031502606932221292,3.4286248777673934e-05,False
bootstrap,Hopper-v5,far_auroc,0.3,0.99,27,-0.004936881481481497,-0.007122069060564235,-0.0027516939023987585,False
bootstrap,Hopper-v5,far_spearman,0.3,0.0,27,-0.030007100365394175,-0.06051125476607119,0.0004970540352828429,True
bootstrap,Hopper-v5,far_spearman,0.3,0.05,27,0.2912715661267329,0.250804089608924,0.3317390426445418,False
bootstrap,Hopper-v5,far_spearman,0.3,0.075,27,0.14860868232084232,0.11245215506826192,0.1847652095734227,False
bootstrap,Hopper-v5,far_spearman,0.3,0.1,27,0.08760694701386246,0.046920561269374134,0.12829333275835078,False
bootstrap,Hopper-v5,far_spearman,0.3,0.15,27,0.013833385137208111,-0.026350746539644025,0.054017516814060244,False
bootstrap,Hopper-v5,far_spearman,0.3,0.2,27,0.0009704757226277308,-0.037020783441437326,0.03896173488669279,False
bootstrap,Hopper-v5,far_spearman,0.3,0.5,27,-0.036226365913077894,-0.06794480504605033,-0.004507926780105462,True
bootstrap,Hopper-v5,far_spearman,0.3,0.99,27,-0.034708117158392296,-0.06677513384017697,-0.0026411004766076288,True
bootstrap,Humanoid-v5,id_rmse,0.3,0.0,27,-0.003941147415725747,-0.007477504110557198,-0.000404790720894296,False
bootstrap,Humanoid-v5,id_rmse,0.3,0.05,27,170.52557344789858,120.46969662027917,220.581450275518,True
bootstrap,Humanoid-v5,id_rmse,0.3,0.075,27,0.07430959630895544,0.0415541110328911,0.10706508158501978,False
bootstrap,Humanoid-v5,id_rmse,0.3,0.1,27,0.037695001672815656,0.020914758674416868,0.054475244671214444,False
bootstrap,Humanoid-v5,id_rmse,0.3,0.15,27,0.01095397384078467,0.004095948571076254,0.017811999110493085,False
bootstrap,Humanoid-v5,id_rmse,0.3,0.2,27,0.004557856807001788,0.001306656724982938,0.007809056889020638,False
bootstrap,Humanoid-v5,id_rmse,0.3,0.5,27,-0.0011884901258675292,-0.0036280666845616904,0.0012510864328266322,False
bootstrap,Humanoid-v5,id_rmse,0.3,0.99,27,-0.003056420220269097,-0.005871927228929446,-0.00024091321160874847,False
bootstrap,Humanoid-v5,far_nll,0.3,0.0,27,0.08675181424176247,0.06830114323201965,0.10520248525150529,False
bootstrap,Humanoid-v5,far_nll,0.3,0.05,27,2.8198940224117703,2.5198189767550105,3.11996906806853,True
bootstrap,Humanoid-v5,far_nll,0.3,0.075,27,-0.2434033729411938,-0.30613648391345605,-0.18067026196893154,False
bootstrap,Humanoid-v5,far_nll,0.3,0.1,27,-0.16442310368573232,-0.20404105987268684,-0.1248051474987778,False
bootstrap,Humanoid-v5,far_nll,0.3,0.15,27,-0.08112550664831095,-0.0994663121672572,-0.0627847011293647,False
bootstrap,Humanoid-v5,far_nll,0.3,0.2,27,-0.04212599330478241,-0.05173549315308321,-0.0325164934564816,False
bootstrap,Humanoid-v5,far_nll,0.3,0.5,27,0.03445967921504263,0.026677093190446217,0.042242265239639046,False
bootstrap,Humanoid-v5,far_nll,0.3,0.99,27,0.0611374466507523,0.04831545450991941,0.07395943879158517,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.0,27,-0.0184162037037037,-0.020961219661612455,-0.01587118774579494,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.05,27,0.415418909074074,0.3783983202547715,0.45243949789337656,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.075,27,0.10675519925925928,0.0963863177226496,0.11712408079586895,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.1,27,0.05700221851851853,0.04927204996162747,0.06473238707540958,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.15,27,0.020818261296296298,0.016639532201740394,0.0249969903908522,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.2,27,0.01106898777777778,0.008136129574313996,0.014001845981241564,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.5,27,-0.007360024444444448,-0.009764711771678607,-0.004955337117210289,False
bootstrap,Humanoid-v5,far_auroc,0.3,0.99,27,-0.013035462777777777,-0.01511589878716046,-0.010955026768395095,False
bootstrap,Humanoid-v5,far_spearman,0.3,0.0,27,0.009624738806214875,-0.0007065799412528957,0.019956057553682648,False
bootstrap,Humanoid-v5,far_spearman,0.3,0.05,27,0.19878787580936438,0.17415415128636974,0.22342160033235903,False
bootstrap,Humanoid-v5,far_spearman,0.3,0.075,27,-0.028129882321792872,-0.041763056055673334,-0.014496708587912414,True
bootstrap,Humanoid-v5,far_spearman,0.3,0.1,27,-0.01858177488198313,-0.031684364066071044,-0.005479185697895217,False
bootstrap,Humanoid-v5,far_spearman,0.3,0.15,27,-0.0014247414918289016,-0.012829307767352058,0.009979824783694254,False
bootstrap,Humanoid-v5,far_spearman,0.3,0.2,27,0.00034111638778967215,-0.010087798695383711,0.010770031470963056,False
bootstrap,Humanoid-v5,far_spearman,0.3,0.5,27,0.005469174035535464,-0.005150279246627441,0.01608862731769837,False
bootstrap,Humanoid-v5,far_spearman,0.3,0.99,27,0.007025004190310174,-0.0031448976406762376,0.017194906021296585,False
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.0,27,-0.5010675500940392,-0.7111547128203372,-0.29098038736774134,False
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.05,27,42.7052252734149,28.633160526072515,56.77729002075728,True
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.075,27,9.753734941835758,7.683081874130723,11.824388009540792,True
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.1,27,4.3498199604175705,3.022487829200266,5.677152091634875,True
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.15,27,0.824492701777706,0.515319839970024,1.1336655635853878,False
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.3,27,-0.3626297844780813,-0.5195376810213923,-0.20572188793477028,False
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.5,27,-0.4771652928105099,-0.6784309112571256,-0.27589967436389423,False
bootstrap,HumanoidStandup-v5,id_rmse,0.2,0.99,27,-0.48973231845431886,-0.6937310602086322,-0.2857335767000056,False
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.0,27,2.5121687606528953,1.9329900817714025,3.0913474395343883,True
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.05,27,0.41890472835964626,0.1474785525288655,0.6903309041904271,True
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.075,27,-0.29219290062233255,-0.506729551377486,-0.07765624986717914,False
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.1,27,-0.38266738255818683,-0.5840649119851977,-0.18126985313117597,False
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.15,27,-0.2563349229318125,-0.3678817717221225,-0.14478807414150247,False
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.3,27,0.5338730105647334,0.360176234651043,0.7075697864784237,True
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.5,27,1.2872144911024306,0.9052731978547939,1.6691557843500673,True
bootstrap,HumanoidStandup-v5,far_nll,0.2,0.99,27,1.9201768769158258,1.437605649464289,2.4027481043673626,True
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.0,27,-0.1638914061111111,-0.1880828705982023,-0.1396999416240199,True
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.05,27,0.04930476888888889,0.03373683409644236,0.06487270368133542,False
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.075,27,0.05210566796296296,0.03617996412600385,0.06803137179992208,False
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.1,27,0.046440690185185186,0.03308271986259136,0.05979866050777901,False
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.15,27,0.024729330555555543,0.018524208493759756,0.03093445261735133,False
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.3,27,-0.03792285648148149,-0.04676281841669487,-0.029082894546268112,True
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.5,27,-0.08608012314814817,-0.10167277585788005,-0.07048747043841629,True
bootstrap,HumanoidStandup-v5,far_auroc,0.2,0.99,27,-0.12649814092592593,-0.14669306822634098,-0.10630321362551089,True
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.0,27,0.003980862809383725,-0.03433827117393115,0.042299996792698594,False
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.05,27,0.24879960485897468,0.21013458498883708,0.2874646247291123,False
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.075,27,0.2305374815694796,0.19843245622254024,0.26264250691641894,False
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.1,27,0.1704803668356366,0.1416336100916498,0.19932712357962343,False
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.15,27,0.0585086074704477,0.04039283779783932,0.07662437714305607,False
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.3,27,-0.05434707634657049,-0.08301486417423563,-0.025679288518905347,True
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.5,27,-0.05988192974182217,-0.09848312815187134,-0.021280731331772995,True
bootstrap,HumanoidStandup-v5,far_spearman,0.2,0.99,27,-0.02704965283681959,-0.06346625482189683,0.009366949148257652,True
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.0,26,-0.00814846741895264,-0.019852125034612506,0.003555190196707225,False
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.075,26,0.05523660442290398,0.02774464252943698,0.08272856631637097,True
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.1,26,0.06756603474227282,0.028670508319168966,0.10646156116537668,True
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.15,26,0.07415550875549135,0.043394548912812164,0.10491646859817053,True
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.2,26,0.06401061739485997,0.037285636496409764,0.09073559829331018,True
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.3,26,0.04960795341489407,0.02355069575959448,0.07566521107019365,True
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.5,26,0.02493355688280785,0.008273002457359579,0.04159411130825612,True
bootstrap,InvertedDoublePendulum-v5,id_rmse,0.05,0.99,26,0.006472361668084675,-0.007924355071001497,0.02086907840717085,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.0,26,0.5345852925227239,0.26561966360335476,0.8035509214420931,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.075,26,1.0024315806535573,0.6691020099852409,1.3357611513218737,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.1,26,1.0529698500266442,0.7586909637620937,1.3472487362911947,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.15,26,1.3685870858339162,1.0366705689437183,1.700503602724114,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.2,26,1.4168452253708472,1.1165381581516762,1.7171522925900182,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.3,26,1.3248339616335356,1.020144741381095,1.6295231818859763,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.5,26,1.153986509029682,0.8287578874664812,1.4792151305928827,True
bootstrap,InvertedDoublePendulum-v5,far_nll,0.05,0.99,26,0.8926929464707007,0.6044339971780469,1.1809518957633545,True
bootstrap,InvertedDoublePendulum-v5,far_auroc,0.05,0.0,26,0.0017498236538461619,0.0013403743378727444,0.002159272969819579,False
bootstrap,InvertedDoublePendulum-v5,far_auroc,0.05,0.075,26,-0.0005013323076922987,-0.0010436339704279225,4.096935504332522e-05,False
bootstrap,InvertedDoublePendulum-v5,far_auroc,0.05,0.1,26,0.00010693692307692023,-0.0002727349954519026,0.000486608841605743,False
bootstrap,InvertedDoublePendulum-v5,far_auroc,0.05,0.15,26,0.000560063461538495,5.973632668839239e-05,0.0010603905963885976,False
bootstrap,InvertedDoublePendulum-v5,far_auroc,0.05,0.2,26,0.0006025498076922926,0.00010932424707248362,0.0010957753683121015,False
bootstrap,InvertedDoublePendulum-v5,far_auroc,0.05,0.3,26,0.0009886507692307743,0.0005540944276723151,0.0014232071107892336,False
