factor,environment,metric,anchor_value,factor_value,n_paired_seeds,mean_diff,ci95_lo,ci95_hi,materially_worse
scale,InvertedPendulum-v5,id_rmse,16.0,12.0,26,-8.800480729684972e-05,-0.00018643513899602236,1.0425524402322926e-05,False
scale,InvertedPendulum-v5,id_rmse,16.0,24.0,26,0.0036703506842828615,0.000880998760396066,0.0064597026081696565,True
scale,InvertedPendulum-v5,id_rmse,16.0,32.0,26,0.03303248424512835,0.02215289643234105,0.04391207205791565,True
scale,InvertedPendulum-v5,id_rmse,16.0,64.0,26,0.16639860343331328,0.10494971480832409,0.22784749205830246,True
scale,InvertedPendulum-v5,far_nll,16.0,4.0,26,1.8205255307973578,1.219205076182011,2.4218459854127046,True
scale,InvertedPendulum-v5,far_nll,16.0,8.0,26,0.5623908390362675,0.30772592063708837,0.8170557574354467,True
scale,InvertedPendulum-v5,far_nll,16.0,12.0,26,0.15625942190392658,0.08009141841080707,0.23242742539704608,True
scale,InvertedPendulum-v5,far_nll,16.0,24.0,26,-0.08031035895244433,-0.20578297155819542,0.04516225365330674,False
scale,InvertedPendulum-v5,far_nll,16.0,32.0,26,0.6170681019833025,0.4412220300090587,0.7929141739575464,True
scale,InvertedPendulum-v5,far_nll,16.0,64.0,26,1.789392923291486,1.5939329059285636,1.9848529406544084,True
scale,InvertedPendulum-v5,far_auroc,16.0,4.0,26,-0.05052615461538458,-0.08232920408537497,-0.018723105145394187,True
scale,InvertedPendulum-v5,far_auroc,16.0,8.0,26,-0.023510286538461503,-0.042573227593655824,-0.004447345483267182,True
scale,InvertedPendulum-v5,far_auroc,16.0,12.0,26,-0.007221658269230735,-0.01283137464265694,-0.00161194189580453,False
scale,InvertedPendulum-v5,far_auroc,16.0,24.0,26,-0.03001222288461536,-0.05211776833539371,-0.00790667743383702,True
scale,InvertedPendulum-v5,far_auroc,16.0,32.0,26,-0.05663101788461534,-0.09605527198476516,-0.017206763784465527,True
scale,InvertedPendulum-v5,far_auroc,16.0,64.0,26,-0.0576027790384615,-0.10444152495801404,-0.010764033118908965,True
scale,InvertedPendulum-v5,far_spearman,16.0,4.0,26,-0.19203702097229305,-0.2825494555855995,-0.1015245863589866,True
scale,InvertedPendulum-v5,far_spearman,16.0,8.0,26,-0.08193647385852243,-0.1289964687120386,-0.03487647900500627,True
scale,InvertedPendulum-v5,far_spearman,16.0,12.0,26,-0.03402206044719831,-0.05584735096261935,-0.012196769931777277,True
scale,InvertedPendulum-v5,far_spearman,16.0,24.0,26,0.04009254549859286,-0.0030660314511200062,0.08325112244830574,False
scale,InvertedPendulum-v5,far_spearman,16.0,32.0,26,0.1647003323142934,0.08862024691651009,0.2407804177120767,False
scale,InvertedPendulum-v5,far_spearman,16.0,64.0,26,0.24095214988542282,0.16225247800238068,0.31965182176846496,False
scale,Pusher-v5,id_rmse,8.0,2.0,26,-0.0006935182385719616,-0.0008915447196431087,-0.0004954917575008145,False
scale,Pusher-v5,id_rmse,8.0,4.0,26,-0.0005444235240037571,-0.0006609748279020705,-0.0004278722201054436,False
scale,Pusher-v5,id_rmse,8.0,6.0,26,-0.000271205432139911,-0.00032722243617297215,-0.00021518842810684983,False
scale,Pusher-v5,id_rmse,8.0,12.0,26,0.0004582930929385616,0.00038421260252763053,0.0005323735833494927,False
scale,Pusher-v5,id_rmse,8.0,16.0,26,0.000831707165791443,0.0007156244065545812,0.0009477899250283047,False
scale,Pusher-v5,id_rmse,8.0,32.0,26,0.0017953963520435158,0.0015685019184642312,0.0020222907856228003,False
scale,Pusher-v5,far_nll,8.0,2.0,26,2.1813953885665307,1.7171426680962418,2.6456481090368196,True
scale,Pusher-v5,far_nll,8.0,4.0,26,0.36442895577504086,0.23361339254906968,0.4952445190010121,True
scale,Pusher-v5,far_nll,8.0,6.0,26,0.05346959370833177,0.021973484768962777,0.08496570264770076,False
scale,Pusher-v5,far_nll,8.0,12.0,26,0.05872286053804251,0.03152177228782857,0.08592394878825645,False
scale,Pusher-v5,far_nll,8.0,16.0,26,0.17170801300268906,0.13551310365028296,0.20790292235509517,True
scale,Pusher-v5,far_nll,8.0,32.0,26,0.5884605554433969,0.5412792536104591,0.6356418572763347,True
scale,Pusher-v5,far_auroc,8.0,2.0,26,-0.0036921909615384484,-0.007654738544778901,0.00027035662170200436,False
scale,Pusher-v5,far_auroc,8.0,4.0,26,-0.00015544019230766793,-0.0003251031658847425,1.4222781269406632e-05,False
scale,Pusher-v5,far_auroc,8.0,6.0,26,-1.0069230769221411e-05,-2.11149182566666e-05,9.764567182237791e-07,False
scale,Pusher-v5,far_auroc,8.0,12.0,26,2.727692307699861e-06,2.82864980218985e-08,5.427098117377823e-06,False
scale,Pusher-v5,far_auroc,8.0,16.0,26,2.884615384621472e-06,-3.699900670004332e-08,5.806229775942988e-06,False
scale,Pusher-v5,far_auroc,8.0,32.0,26,1.1430769230816105e-06,-1.243328151254389e-06,3.5294819974176098e-06,False
scale,Pusher-v5,far_spearman,8.0,2.0,26,-0.14196555512562864,-0.15933174750184886,-0.12459936274940843,True
scale,Pusher-v5,far_spearman,8.0,4.0,26,-0.06290160046130366,-0.07311653587102458,-0.052686665051582746,True
scale,Pusher-v5,far_spearman,8.0,6.0,26,-0.022184989591808826,-0.02974329530073778,-0.014626683882879871,True
scale,Pusher-v5,far_spearman,8.0,12.0,26,0.018627154150569817,0.012490907080880496,0.024763401220259138,False
scale,Pusher-v5,far_spearman,8.0,16.0,26,0.029793514800180335,0.02308334408803358,0.03650368551232709,False
scale,Pusher-v5,far_spearman,8.0,32.0,26,0.042929336009465816,0.031985301034083875,0.053873370984847756,False
scale,Reacher-v5,id_rmse,8.0,2.0,26,-0.004156696108671343,-0.0046931737503022155,-0.0036202184670404707,False
scale,Reacher-v5,id_rmse,8.0,4.0,26,-0.0028978425722855855,-0.003329555777896413,-0.002466129366674758,False
scale,Reacher-v5,id_rmse,8.0,6.0,26,-0.001485057175159458,-0.0018568747395183174,-0.0011132396108005987,False
scale,Reacher-v5,id_rmse,8.0,12.0,26,0.0038411210362727785,0.00324296573764813,0.0044392763348974264,False
scale,Reacher-v5,id_rmse,8.0,16.0,26,0.008416266682056275,0.0076472858313575455,0.009185247532755004,True
scale,Reacher-v5,id_rmse,8.0,32.0,26,0.15210787665385467,-0.010194489853944194,0.31441024316165356,True
scale,Reacher-v5,far_nll,8.0,2.0,26,0.17408585691681275,0.11961491022531996,0.22855680360830555,True
scale,Reacher-v5,far_nll,8.0,4.0,26,-0.1316354354986777,-0.14770291556083834,-0.11556795543651707,False
scale,Reacher-v5,far_nll,8.0,6.0,26,-0.08700622523387065,-0.09400511215831445,-0.08000733830942686,False
scale,Reacher-v5,far_nll,8.0,12.0,26,0.17474275598159203,0.1689979713562203,0.18048754060696376,True
scale,Reacher-v5,far_nll,8.0,16.0,26,0.3429669520029655,0.3352722251275415,0.3506616788783895,True
scale,Reacher-v5,far_nll,8.0,32.0,26,1.2734099534841685,1.0322426382772267,1.5145772686911103,True
scale,Reacher-v5,far_auroc,8.0,2.0,26,-0.0027865328846153935,-0.0032612261051607637,-0.0023118396640700234,False
scale,Reacher-v5,far_auroc,8.0,4.0,26,-0.0008058813461538489,-0.00106087039085674,-0.0005508923014509578,False
scale,Reacher-v5,far_auroc,8.0,6.0,26,-0.0002167463461538476,-0.00040327016559349574,-3.0222526714199487e-05,False
scale,Reacher-v5,far_auroc,8.0,12.0,26,2.3883269230785284e-05,-0.0002152061060715813,0.0002629726445331519,False
scale,Reacher-v5,far_auroc,8.0,16.0,26,-0.00011540634615383801,-0.00038061607356060744,0.00014980338125293144,False
scale,Reacher-v5,far_auroc,8.0,32.0,26,-0.015480242307692285,-0.024272731665164027,-0.0066877529502205445,False
scale,Reacher-v5,far_spearman,8.0,2.0,26,-0.021815046397656856,-0.03308897583962721,-0.010541116955686507,True
scale,Reacher-v5,far_spearman,8.0,4.0,26,-0.01432580044190777,-0.02353143476013793,-0.0051201661236776105,False
scale,Reacher-v5,far_spearman,8.0,6.0,26,-0.00993295910183789,-0.015453935647885695,-0.004411982555790086,False
scale,Reacher-v5,far_spearman,8.0,12.0,26,0.00820308673672951,-0.0013265371832650048,0.017732710656724028,False
scale,Reacher-v5,far_spearman,8.0,16.0,26,0.013364383456196125,0.005139868566188371,0.02158889834620388,False
scale,Reacher-v5,far_spearman,8.0,32.0,26,-0.042426752718151814,-0.06387645613937051,-0.02097704929693312,True
