seed,label,stage_idx,block_idx,scale,bootstrap_frac,chunk_size,temperature,val_nll_calibrated,val_nll_uncalibrated,val_accuracy,val_ece,val_brier,base_agreement,build_secs,repro_ok
0,,3,0,25.0,0.2,64,0.558911075954969,0.14097484946250916,0.16563735902309418,95.48,0.008502564400434459,0.06570473313331604,0.983,11.6,True
0,,3,0,50.0,0.05,64,0.38178376334663766,1.1693644523620605,1.2754979133605957,52.300000000000004,0.11725496009588242,0.6086252927780151,0.527,9.8,True
0,,3,0,50.0,0.1,64,0.7760496796167607,1.5889403820037842,1.6003419160842896,40.660000000000004,0.13863622112572194,0.7350378036499023,0.4094,10.3,True
0,,3,0,50.0,0.2,64,2.1483503537138025,2.0829715728759766,2.216963052749634,24.08,0.12925356209576128,0.866639256477356,0.2442,10.3,True
0,,3,1,100.0,0.05,64,99.99993582370774,3.0366547107696533,15.186787605285645,9.92,0.5027597764849663,1.1903830766677856,0.1022,13.5,True
0,,3,1,100.0,0.1,64,99.99984003443716,3.313791513442993,15.183667182922363,9.92,0.5542095272898674,1.2565248012542725,0.1022,11.4,True
0,,3,1,100.0,0.2,64,99.99993582370774,3.1601669788360596,15.33250904083252,9.92,0.5072254344701767,1.1982051134109497,0.1022,11.6,True
0,,3,1,25.0,0.05,64,1.031704973602337,0.131686270236969,0.13180552423000336,95.84,0.008536092215776465,0.062207892537117004,0.987,18.9,True
0,,3,1,25.0,0.1,64,0.7478367303547451,0.28322121500968933,0.2897127568721771,95.38,0.12407847591936584,0.10117587447166443,0.9796,12.0,True
0,,3,1,25.0,0.2,64,0.7576064631055736,0.3237394392490387,0.3303639590740204,95.42,0.15742412093877794,0.1172465831041336,0.9774,13.8,True
0,,3,1,50.0,0.05,64,0.6282595450400733,0.14742062985897064,0.16338805854320526,95.8,0.010478150367736801,0.06625062972307205,0.983,11.4,True
0,,3,1,50.0,0.1,64,0.5978304304416351,0.3327817916870117,0.3552807569503784,93.84,0.12839349051713947,0.12738251686096191,0.9568,11.5,True
0,,3,1,50.0,0.2,64,0.689986709410778,1.4228824377059937,1.435426115989685,9.94,0.596672809445858,0.9412413835525513,0.1024,12.1,True
1,,1,0,100.0,0.05,16,1.1876235786692384,0.15646597743034363,0.15973198413848877,94.72,0.010680621501803397,0.07674643397331238,0.973,26.4,True
1,,1,0,100.0,0.1,16,1.2040610728433552,0.15767517685890198,0.1616935133934021,94.69999999999999,0.011572039914131204,0.07720641791820526,0.9724,26.5,True
1,,1,0,100.0,0.2,16,1.2117255873117767,0.1576785445213318,0.16206999123096466,94.74000000000001,0.011458059573173529,0.07720538228750229,0.972,26.8,True
1,,1,0,25.0,0.05,16,1.2029880335101262,0.14750134944915771,0.15138350427150726,94.98,0.010310884401202163,0.07230362296104431,0.9794,26.3,True
1,,1,0,25.0,0.1,16,1.2123698524732593,0.14803668856620789,0.15239670872688293,94.89999999999999,0.0111210213959217,0.07255302369594574,0.979,27.2,True
1,,1,0,25.0,0.2,16,1.2199886503293518,0.14849843084812164,0.15324734151363373,94.96,0.01100310692787172,0.07261303812265396,0.9784,27.1,True
1,,1,0,50.0,0.05,16,1.1920104367007083,0.15433813631534576,0.1577823907136917,94.74000000000001,0.010137975874543223,0.07569921016693115,0.9742,26.6,True
1,,1,0,50.0,0.1,16,1.2073753910837919,0.15549230575561523,0.15966086089611053,94.74000000000001,0.011879218724370018,0.07610052824020386,0.9738,26.5,True
1,,1,0,50.0,0.2,16,1.2130263912293426,0.15548500418663025,0.15993474423885345,94.74000000000001,0.011628395521640784,0.07610942423343658,0.974,27.4,True
