environment,seed,factor,factor_value,factor_value_numeric,anchor_value,relative_to_anchor,status,error_message,git_commit,ridge_center,scale,subspace_dimension_K,ensemble_size_M,bootstrap_fraction,calibration_size,calibration_pool_size,per_member_calibration_size,unique_calibration_rows,feature_dimension_p,nominal_n_over_p,unique_n_over_p,layer_scope,direction_family,id_rmse,id_nll,id_total_variance,id_residual,near_rmse,near_nll,near_auroc,mid_rmse,mid_nll,mid_auroc,far_rmse,far_nll,far_auroc,far_spearman,construction_time_sec,gram_rank,gram_min_eig,gram_condition,normalized_ridge,mean_delta_w_norm,notes
HalfCheetah-v5,0,ridge,0.0001,0.0001,0.0001,1.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.21000075340271,-0.2682403326034546,2.2393109798431396,0.23384054955684427,2.8868613243103027,1.6771814823150635,0.876376865,4.640607833862305,1.671930193901062,0.9811849899999999,3.86702299118042,1.7992907762527466,0.98982462,0.23263898613118153,0.9271063804626465,201,11.566197324846216,5351134.714898656,1.7311717888311842e-10,32.05339431762695,
HalfCheetah-v5,0,ridge,0.001,0.001,0.0001,10.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.2033376693725586,-0.27433785796165466,1.7847810983657837,0.23384034341914955,2.863842725753784,1.8841599225997925,0.8760358400000001,4.622026443481445,1.633894681930542,0.9841678900000002,3.7574591636657715,1.6700690984725952,0.9921126499999999,0.15996239248250324,0.5810785293579102,201,11.566197324846216,5350718.363365251,1.7311717861339235e-09,32.05339431762695,
HalfCheetah-v5,0,ridge,0.01,0.01,0.0001,100.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.2013814449310303,-0.27903109788894653,1.6572481393814087,0.23383828408330976,2.848583698272705,2.328260660171509,0.8762444100000001,4.591800212860107,1.5692927837371826,0.9859847199999999,3.6997385025024414,1.5766382217407227,0.9929092700000001,0.13384959593251144,0.5882797241210938,201,11.566197324846216,5346558.408682469,1.7311717591613225e-08,32.05339431762695,
HalfCheetah-v5,0,ridge,0.1,0.1,0.0001,1000.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.2003469467163086,-0.2817191183567047,1.5977026224136353,0.23381789257713237,2.8336362838745117,3.3020286560058594,0.875433275,4.5745720863342285,1.5478297472000122,0.98670511,3.655890941619873,1.5701757669448853,0.9924000900000001,0.11696371057374245,0.535738468170166,201,11.566197324846216,5305311.877925048,1.7311714894353553e-07,32.05339431762695,
HalfCheetah-v5,0,ridge,1.0,1.0,0.0001,10000.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.2005575895309448,-0.2828046977519989,1.5390894412994385,0.2336321456628676,2.8247461318969727,5.229842185974121,0.869825015,4.569641590118408,1.5646318197250366,0.9863063,3.6209521293640137,1.5808253288269043,0.9912344999999999,0.11820888166350732,0.582521915435791,201,11.566197324846216,4925341.735271651,1.7311687921803046e-06,32.05339431762695,
HalfCheetah-v5,0,ridge,1e-05,1e-05,0.0001,0.1,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.237950086593628,-0.2618055045604706,4.485308647155762,0.23384057017265722,3.1063830852508545,1.4291132688522339,0.8768145049999999,4.712466716766357,1.7169599533081055,0.9793586599999999,4.446115493774414,2.048110246658325,0.98939637,0.5054899319744816,0.5728366374969482,201,11.566197324846216,5351176.353615724,1.7311717891009102e-11,32.05339431762695,
HalfCheetah-v5,0,ridge,0.0003,0.0003,0.0001,2.9999999999999996,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.206117868423462,-0.2710109055042267,1.9717663526535034,0.23384050374525708,2.8731725215911865,1.7712523937225342,0.875989965,4.63277530670166,1.656521201133728,0.9825207899999999,3.803440570831299,1.7385433912277222,0.9906702,0.18839332804362882,0.5932068824768066,201,11.566197324846216,5351042.1867362475,5.193515364695379e-10,32.05339431762695,
HalfCheetah-v5,0,ridge,0.003,0.003,0.0001,30.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,1.2021054029464722,-0.2769668698310852,1.7054433822631836,0.23383988546835435,2.8568477630615234,2.0453269481658936,0.8762282450000001,4.608031749725342,1.6037702560424805,0.9853952899999998,3.7278530597686768,1.612402081489563,0.9929090399999999,0.14791875351496256,0.5565690994262695,201,11.566197324846216,5349793.369657714,5.193515340420038e-09,32.05339431762695,
Hopper-v5,0,ridge,0.0,0.0,0.0001,0.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.17165498435497284,-1.5538055896759033,0.029133766889572144,0.07214115702317694,0.3166680335998535,0.06475625187158585,0.89894246,0.3699999749660492,0.3272857069969177,0.9477769399999998,0.407848984003067,0.14958596229553223,0.9787994900000001,0.6455342686110256,7.023468017578125,201,0.002952305623674731,2753184504.979659,0.0,32.05381393432617,
Hopper-v5,0,ridge,0.0001,0.0001,0.0001,1.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.17177560925483704,-1.551682949066162,0.02962356060743332,0.07214090672757184,0.3178112208843231,0.06413095444440842,0.89812363,0.3828023076057434,0.3201458156108856,0.9481942950000001,1.129553198814392,0.9914761185646057,0.987378715,0.918442502966957,0.9639987945556641,201,0.002952305623674731,2662984346.6919365,1.178108717741818e-09,32.05381393432617,
Hopper-v5,0,ridge,0.001,0.001,0.0001,10.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.17172206938266754,-1.5533714294433594,0.02923007681965828,0.0721386798022083,0.3172210156917572,0.06495833396911621,0.8986946450000001,0.3731979429721832,0.3164428472518921,0.94798949,0.48486900329589844,0.37308451533317566,0.98314657,0.7304561307407527,0.534203052520752,201,0.002952305623674731,2056582377.9862928,1.1781087052503565e-08,32.05381393432617,
Hopper-v5,0,ridge,0.01,0.01,0.0001,100.0,ok,,d65634e+closure,original,32.0,20,50,0.3,1228,4096,1228,1061,201,6.109452736318408,5.278606965174129,multi,random,0.1716640740633011,-1.5548138618469238,0.028955833986401558,0.07211633084100343,0.316908061504364,0.06660787016153336,0.899052245,0.36987432837486267,0.3298521935939789,0.9476288399999999,0.40389108657836914,0.1482773721218109,0.97776197,0.6284001348613125,0.5602943897247314,201,0.002952305623674731,627551753.5818841,1.1781085803357592e-07,32.05381393432617,
