role,tier,sample_index,distance_mahal,distance_mahal_recovered,disagreement,sem_lo,sem_hi
scatter,id,8426,8.949508666992188,8.949513869310264,0.14471122335943032,,
scatter,id,9324,10.173948287963867,10.173954543921665,0.13759353422393023,,
scatter,id,1857,12.400346755981445,12.400356667502527,0.20000565556438188,,
scatter,id,2653,15.002274513244629,15.002287884490157,0.29436198959409277,,
scatter,id,9018,9.987409591674805,9.98741811439163,0.13342078737120303,,
scatter,id,2858,20.326723098754883,20.32675657914942,0.29814803975950865,,
scatter,id,8517,18.48123550415039,18.481259812646744,0.3943986765041543,,
scatter,id,716,19.992950439453125,19.99298057618075,0.2759095732198364,,
scatter,id,6388,6.483108997344971,6.483114171839904,0.07606170148774345,,
scatter,id,2179,8.275386810302734,8.275395097920848,0.12340755773236634,,
scatter,id,5470,8.308248519897461,8.308258655301485,0.09980032120038283,,
scatter,id,7338,5.859403133392334,5.859409539234018,0.057993000658935825,,
scatter,id,9484,11.204251289367676,11.20426740906149,0.21041367356129964,,
scatter,id,97,11.072129249572754,11.072145693251539,0.16242090953250726,,
scatter,id,6995,10.338138580322266,10.338154159876256,0.13221576724262663,,
scatter,id,8655,10.740273475646973,10.740291241779866,0.1876752269435398,,
scatter,id,3017,34.33278274536133,34.33285180324952,0.6376025719752797,,
scatter,id,431,16.49736976623535,16.497398937655163,0.27606885137077736,,
scatter,id,2564,23.75072479248047,23.750773834980606,0.3053377021771185,,
scatter,id,7369,11.873141288757324,11.873160606338049,0.18099704329405877,,
scatter,id,6547,17.718564987182617,17.71859656479845,0.4008681802232581,,
scatter,id,2356,15.457505226135254,15.457530388396961,0.23682722927944827,,
scatter,id,2969,8.302268028259277,8.302279798430373,0.11502543856974368,,
scatter,id,6724,34.971744537353516,34.97181709129644,0.5843787557325613,,
scatter,id,9393,23.187698364257812,23.18774289920728,0.3720447971866611,,
scatter,id,8682,9.298511505126953,9.298520900163549,0.11642295528715788,,
scatter,id,7597,6.302454471588135,6.302459693295033,0.10235963148936672,,
scatter,id,8003,9.955388069152832,9.955400238353013,0.12805558377346296,,
scatter,id,408,12.702839851379395,12.702860401268767,0.1878562248423364,,
